id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_dia;defeitos_tarde;defeitos_noite;pen_pct
16;ceu_aberto;2;880,0;8;1457,0;9;9;1;40
17;nublado;3;880,0;8;1022,18;1;9;1;40
18;ceu_aberto;2;880,0;8;1392,81;8;10;1;40
19;nublado;4;880,0;8;1345,1100000000001;1;9;1;40
20;ceu_aberto;3;880,0;8;1238,6;5;9;1;40
21;nublado;3;880,0;8;1294,69;1;9;1;40
22;ceu_aberto;3;880,0;8;1250,5099999999998;7;9;1;40
23;ceu_aberto;2;880,0;8;1036,1299999999999;7;9;1;40
24;nublado;1;880,0;8;1325,92;1;10;1;40
25;ceu_aberto;3;880,0;8;1283,88;8;9;1;40
26;ceu_aberto;3;880,0;8;1272,5700000000002;5;9;1;40
27;nublado;4;880,0;8;1189,66;1;9;1;40
28;ceu_aberto;2;880,0;8;1118,13;9;9;1;40
29;parcialmente_nublado;2;880,0;8;1392,2;5;9;1;40
30;ceu_aberto;1;880,0;8;1218,6799999999998;8;13;1;40
31;nublado;3;880,0;8;1348,01;1;9;1;40
32;parcialmente_nublado;2;880,0;8;1243,9299999999998;1;9;1;40
33;ceu_aberto;4;880,0;8;1372,06;8;9;1;40
34;nublado;2;880,0;8;1108,64;1;9;1;40
35;parcialmente_nublado;3;880,0;8;1254,99;1;9;1;40
36;ceu_aberto;4;880,0;8;1362,65;8;13;1;40
37;ceu_aberto;3;880,0;8;1371,82;9;9;1;40
38;parcialmente_nublado;3;880,0;8;1468,76;1;13;1;40
39;parcialmente_nublado;3;880,0;8;917,47;1;9;1;40
40;parcialmente_nublado;3;880,0;8;1233,71;1;10;1;40
41;parcialmente_nublado;2;880,0;8;1244,75;1;9;1;40
42;ceu_aberto;3;880,0;8;1251,3200000000002;9;9;1;40
43;nublado;3;880,0;8;1404,73;1;9;1;40
44;ceu_aberto;2;880,0;8;1106,9699999999998;7;9;1;40
45;parcialmente_nublado;2;880,0;8;1468,14;7;13;1;40
46;ceu_aberto;3;880,0;8;1198,75;8;9;1;40
47;ceu_aberto;3;880,0;8;1435,99;7;15;1;40
48;ceu_aberto;2;880,0;8;1048,5700000000002;8;9;1;40
49;parcialmente_nublado;3;880,0;8;1003,45;1;9;1;40
50;ceu_aberto;3;880,0;8;1373,1299999999999;8;9;1;40
