id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;subtensao_manhã;sobretensao_manhã;subtensao_tarde;sobretensao_tarde;subtensao_noite;sobretensao_noite;subtensao_madrugada;sobretensao_madrugada;subtensao_bess_carga;sobretensao_bess_carga;subtensao_bess_pós_carga_pré_descarga;sobretensao_bess_pós_carga_pré_descarga;subtensao_bess_descarga;sobretensao_bess_descarga;subtensao_bess_fora_de_operacao;sobretensao_bess_fora_de_operacao;horas_com_erro_max_control;horas_com_voltvar_ativo;pen_pct
90;parcialmente_nublado;5;1769,01;5;619,15;4;7;8;7;2;6;2;0;8;7;1;7;1;6;2;7;0;24;100
91;parcialmente_nublado;5;1769,0;5;619,15;2;9;2;7;2;6;2;0;2;7;1;6;1;6;2;9;0;24;100
92;parcialmente_nublado;5;1769,01;5;619,15;2;7;24;7;2;6;2;0;24;7;1;7;1;6;2;7;0;24;100
93;ceu_aberto;5;1769,0;5;619,14;24;7;27;7;2;6;2;0;27;7;1;7;1;6;18;7;0;19;100
94;parcialmente_nublado;5;1769,01;5;619,14;29;9;4;7;2;6;2;0;29;7;1;6;1;6;2;9;0;24;100
95;parcialmente_nublado;5;1769,0;5;619,16;3;7;29;6;2;6;2;0;29;7;1;6;1;6;2;7;0;24;100
96;parcialmente_nublado;5;1769,0;5;619,15;4;7;2;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;100
97;nublado;5;1769,0;5;619,14;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
98;ceu_aberto;5;1768,99;5;619,15;24;9;24;7;2;6;2;0;24;7;1;7;1;6;2;9;0;19;100
99;parcialmente_nublado;5;1769,0;5;619,1499999999999;4;9;4;7;2;6;2;0;4;7;1;6;1;6;2;9;0;24;100
100;parcialmente_nublado;5;1769,01;5;619,16;2;7;1;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;100
101;nublado;5;1769,01;5;619,14;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;21;100
102;ceu_aberto;5;1769,0;5;619,15;2;7;22;7;2;6;2;0;22;7;1;7;1;6;2;7;0;19;100
103;ceu_aberto;5;1769,01;5;619,14;6;7;29;7;2;6;2;0;29;7;1;7;1;6;5;7;0;19;100
104;nublado;5;1768,99;5;619,1600000000001;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
105;parcialmente_nublado;5;1769,0;5;619,1500000000001;22;7;27;7;2;6;2;0;27;6;1;7;1;6;2;7;0;24;100
106;nublado;5;1769,01;5;619,1500000000001;22;7;1;7;2;6;2;0;1;6;1;7;1;6;23;7;0;21;100
107;parcialmente_nublado;5;1769,01;5;619,16;1;9;29;7;2;6;2;0;29;7;1;7;1;6;2;9;0;24;100
108;ceu_aberto;5;1769,01;5;619,15;28;7;2;7;2;6;2;0;28;7;1;7;1;6;7;7;0;19;100
109;parcialmente_nublado;5;1769,0;5;619,1500000000001;3;7;4;7;2;6;2;0;4;7;1;6;1;6;2;7;0;24;100
110;parcialmente_nublado;5;1769,0;5;619,15;22;7;2;7;2;6;2;0;2;7;1;7;1;6;23;7;0;24;100
111;ceu_aberto;5;1769,0;5;619,16;29;7;8;7;2;6;2;0;29;7;1;7;1;6;2;7;0;19;100
112;parcialmente_nublado;5;1769,01;5;619,15;1;7;2;7;2;6;2;0;2;6;1;7;1;6;2;7;0;24;100
113;ceu_aberto;5;1769,01;5;619,15;24;7;6;7;2;6;2;0;24;7;1;7;1;6;5;7;0;19;100
114;nublado;5;1769,01;5;619,1500000000001;1;7;1;7;2;6;2;0;1;7;1;6;1;6;2;7;0;21;100
115;ceu_aberto;5;1768,99;5;619,14;22;7;4;7;2;6;2;0;22;7;1;7;1;6;3;7;0;19;100
116;ceu_aberto;5;1769,01;5;619,1500000000001;28;7;26;7;2;6;2;0;28;7;1;7;1;6;5;7;0;19;100
117;parcialmente_nublado;5;1769,0;5;619,15;22;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;24;100
118;ceu_aberto;5;1768,99;5;619,15;28;7;26;7;2;6;2;0;28;7;1;7;1;6;25;7;0;19;100
119;parcialmente_nublado;5;1769,01;5;619,15;6;7;26;9;2;6;2;0;26;7;1;9;1;6;7;7;0;24;100
120;parcialmente_nublado;5;1768,99;5;619,15;2;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;100
121;ceu_aberto;5;1769,0;5;619,15;22;7;26;7;2;6;2;0;26;7;1;7;1;6;23;7;0;19;100
122;ceu_aberto;5;1769,0;5;619,15;29;7;24;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;100
123;parcialmente_nublado;5;1769,01;5;619,15;2;7;26;7;2;6;2;0;26;7;1;6;1;6;2;7;0;24;100
124;nublado;5;1769,0;5;619,15;1;7;1;7;2;6;2;0;1;7;1;6;1;6;2;7;0;21;100
125;parcialmente_nublado;5;1769,0;5;619,15;29;7;22;6;2;6;2;0;29;6;1;6;1;6;2;7;0;24;100
126;ceu_aberto;5;1769,0;5;619,15;22;7;2;7;2;6;2;0;22;7;1;7;1;6;23;7;0;19;100
127;nublado;5;1768,99;5;619,16;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;21;100
128;ceu_aberto;5;1769,0;5;619,16;29;7;4;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;100
129;ceu_aberto;5;1769,0;5;619,1500000000001;29;7;28;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;100
130;parcialmente_nublado;5;1769,0;5;619,14;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;100
131;ceu_aberto;5;1769,0;5;619,15;29;7;29;7;2;6;2;0;29;6;1;7;1;6;7;7;0;19;100
132;parcialmente_nublado;5;1769,0;5;619,1600000000001;2;7;2;7;2;6;2;0;2;7;1;7;1;6;3;7;0;24;100
133;ceu_aberto;5;1769,0;5;619,15;3;11;2;7;2;6;2;0;3;7;1;7;1;6;2;11;0;19;100
134;nublado;5;1768,99;5;619,15;6;7;1;6;2;6;2;0;1;6;1;6;1;6;7;7;0;21;100
135;ceu_aberto;5;1769,0;5;619,14;28;7;28;7;2;6;2;0;28;7;1;7;1;6;2;7;0;19;100
136;parcialmente_nublado;5;1769,0;5;619,15;1;7;1;7;2;6;2;0;1;7;1;6;1;6;2;7;0;24;100
137;ceu_aberto;5;1769,0;5;619,14;29;7;4;7;2;6;2;0;29;7;1;7;1;6;9;7;0;19;100
138;nublado;5;1769,0;5;619,1399999999999;1;7;2;6;2;6;2;0;2;6;1;6;1;6;2;7;0;21;100
139;parcialmente_nublado;5;1768,99;5;619,16;28;7;2;7;2;6;2;0;28;7;1;7;1;6;2;7;0;24;100
140;nublado;5;1768,99;5;619,15;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;21;100
141;ceu_aberto;5;1769,0;5;619,1500000000001;24;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;100
142;ceu_aberto;5;1769,0;5;619,16;29;9;28;7;2;6;2;0;29;7;1;7;1;6;2;9;0;19;100
143;parcialmente_nublado;5;1768,99;5;619,15;17;7;29;8;2;6;2;0;29;7;1;8;1;6;18;7;0;24;100
144;nublado;5;1769,01;5;619,15;2;9;1;6;2;6;2;0;2;7;1;5;1;6;2;9;0;21;100
145;ceu_aberto;5;1768,99;5;619,16;27;7;27;7;2;6;2;0;27;7;1;7;1;6;2;7;0;19;100
146;ceu_aberto;5;1769,0;5;619,16;8;7;22;7;2;6;2;0;22;7;1;7;1;6;9;7;0;19;100
147;nublado;5;1769,0;5;619,15;2;7;1;7;2;6;2;0;2;7;1;7;1;6;2;7;0;21;100
148;ceu_aberto;5;1768,99;5;619,14;27;7;27;8;2;6;2;0;27;7;1;8;1;6;7;7;0;19;100
149;parcialmente_nublado;5;1768,99;5;619,1500000000001;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;100
150;parcialmente_nublado;5;1769,0;5;619,16;29;8;3;7;2;6;2;0;29;7;1;7;1;6;2;8;0;24;100
151;parcialmente_nublado;5;1769,01;5;619,15;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;100
152;parcialmente_nublado;5;1769,0;5;619,1600000000001;24;7;1;7;2;6;2;0;24;7;1;7;1;6;2;7;0;24;100
153;parcialmente_nublado;5;1769,01;5;619,15;1;7;3;7;2;6;2;0;3;6;1;7;1;6;2;7;0;24;100
154;ceu_aberto;5;1769,01;5;619,16;2;7;25;7;2;6;2;0;25;7;1;7;1;6;2;7;0;19;100
155;parcialmente_nublado;5;1769,01;5;619,14;2;7;29;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;100
156;ceu_aberto;5;1768,99;5;619,15;24;7;28;7;2;6;2;0;28;7;1;7;1;6;7;7;0;19;100
157;nublado;5;1769,01;5;619,15;4;7;2;7;2;6;2;0;2;6;1;7;1;6;5;7;0;21;100
158;ceu_aberto;5;1768,99;5;619,16;28;7;28;7;2;6;2;0;28;7;1;7;1;6;3;7;0;19;100
159;parcialmente_nublado;5;1769,0;5;619,15;6;7;2;7;2;6;2;0;3;7;1;6;1;6;7;7;0;24;100
160;parcialmente_nublado;5;1769,0;5;619,15;1;7;29;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;100
161;ceu_aberto;5;1769,0;5;619,15;24;7;3;7;2;6;2;0;24;7;1;7;1;6;5;7;0;19;100
162;nublado;5;1769,0;5;619,15;1;7;1;7;2;6;2;0;1;6;1;7;1;6;2;7;0;21;100
163;parcialmente_nublado;5;1768,99;5;619,15;2;7;12;7;2;6;2;0;12;7;1;7;1;6;2;7;0;24;100
164;parcialmente_nublado;5;1769,0;5;619,15;2;7;29;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;100
165;nublado;5;1768,99;5;619,14;1;8;1;6;2;6;2;0;1;6;1;6;1;6;2;8;0;21;100
166;nublado;5;1769,0;5;619,15;6;7;1;7;2;6;2;0;1;7;1;6;1;6;7;7;0;21;100
167;ceu_aberto;5;1769,0;5;619,16;29;9;4;7;2;6;2;0;29;7;1;7;1;6;2;9;0;19;100
168;ceu_aberto;5;1768,99;5;619,1500000000001;23;9;26;7;2;6;2;2;26;7;1;7;1;6;3;11;0;19;100
169;ceu_aberto;5;1769,0;5;619,16;29;8;29;7;2;6;2;0;29;7;1;7;1;6;3;8;0;19;100
170;parcialmente_nublado;5;1769,0;5;619,15;19;7;3;7;2;6;2;0;19;7;1;7;1;6;2;7;0;24;100
171;ceu_aberto;5;1769,0;5;619,14;28;7;2;9;2;6;2;0;28;7;1;9;1;6;23;7;0;19;100
172;ceu_aberto;5;1769,0;5;619,1600000000001;2;9;6;7;2;6;2;0;6;7;1;7;1;6;2;9;0;19;100
173;ceu_aberto;5;1768,99;5;619,15;24;7;4;7;2;6;2;0;8;7;1;7;1;6;25;7;0;19;100
174;ceu_aberto;5;1769,0;5;619,16;22;7;24;7;2;6;2;0;24;7;1;7;1;6;3;7;0;19;100
175;parcialmente_nublado;5;1769,01;5;619,1500000000001;2;7;1;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;100
176;parcialmente_nublado;5;1769,01;5;619,15;2;7;3;7;2;6;2;0;3;7;1;7;1;6;2;7;0;24;100
177;ceu_aberto;5;1769,0;5;619,16;29;7;24;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;100
178;ceu_aberto;5;1769,01;5;619,15;24;7;27;8;2;6;2;0;27;7;1;8;1;6;9;7;0;19;100
179;parcialmente_nublado;5;1768,99;5;619,15;29;7;1;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;100
180;nublado;5;1769,0;5;619,15;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
181;parcialmente_nublado;5;1769,0;5;619,15;8;7;4;7;2;6;2;0;8;7;1;7;1;6;2;7;0;24;100
182;ceu_aberto;5;1768,99;5;619,14;4;7;22;7;2;6;2;0;22;7;1;7;1;6;3;7;0;19;100
183;parcialmente_nublado;5;1769,0;5;619,16;2;7;1;7;2;6;2;0;2;7;1;7;1;6;2;7;0;24;100
184;parcialmente_nublado;5;1769,01;5;619,15;1;9;29;7;2;6;2;0;29;7;1;7;1;6;2;9;0;24;100
185;ceu_aberto;5;1769,01;5;619,15;27;7;29;8;2;6;2;0;29;7;1;8;1;6;24;7;0;19;100
186;ceu_aberto;5;1769,0;5;619,14;27;7;24;7;2;6;2;0;27;7;1;7;1;6;18;7;0;19;100
187;parcialmente_nublado;5;1769,0;5;619,14;1;7;24;7;2;6;2;0;24;7;1;6;1;6;2;7;0;24;100
188;ceu_aberto;5;1769,0;5;619,15;29;7;29;8;2;6;2;0;29;7;1;8;1;6;7;7;0;19;100
189;parcialmente_nublado;5;1769,0;5;619,16;14;7;29;7;2;6;2;0;29;7;1;6;1;6;15;7;0;24;100
190;parcialmente_nublado;5;1768,9899999999998;5;619,16;4;9;24;7;2;6;2;0;24;7;1;7;1;6;2;9;0;24;100
191;parcialmente_nublado;5;1769,0;5;619,14;6;7;3;7;2;6;2;0;6;7;1;6;1;6;2;7;0;24;100
192;nublado;5;1768,99;5;619,14;1;8;1;6;2;6;2;0;1;6;1;6;1;6;2;8;0;21;100
193;parcialmente_nublado;5;1769,0;5;619,15;4;7;26;7;2;6;2;0;26;7;1;7;1;6;5;7;0;24;100
194;ceu_aberto;5;1769,0;5;619,14;6;9;2;7;2;6;2;0;6;7;1;7;1;6;2;9;0;19;100
195;ceu_aberto;5;1769,0;5;619,15;22;7;3;7;2;6;2;0;3;7;1;7;1;6;23;7;0;19;100
196;parcialmente_nublado;5;1769,0;5;619,15;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;100
197;ceu_aberto;5;1768,99;5;619,1400000000001;24;7;29;7;2;6;2;0;29;7;1;7;1;6;3;7;0;19;100
198;nublado;5;1769,0;5;619,1500000000001;1;9;1;6;2;6;2;0;1;6;1;6;1;6;2;9;0;21;100
199;nublado;5;1769,0;5;619,15;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
200;ceu_aberto;5;1769,0;5;619,15;2;7;24;7;2;6;2;0;24;7;1;7;1;6;3;7;0;19;100
201;ceu_aberto;5;1769,0;5;619,15;24;7;24;7;2;6;2;0;24;7;1;7;1;6;9;7;0;19;100
202;nublado;5;1769,0;5;619,15;3;8;1;7;2;6;2;0;3;7;1;7;1;6;2;8;0;21;100
203;ceu_aberto;5;1769,01;5;619,1600000000001;28;7;2;7;2;6;2;0;28;7;1;7;1;6;2;7;0;19;100
204;parcialmente_nublado;5;1768,99;5;619,16;29;7;2;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;100
205;parcialmente_nublado;5;1769,01;5;619,15;2;7;8;7;2;6;2;0;8;7;1;7;1;6;2;7;0;24;100
206;ceu_aberto;5;1769,0;5;619,14;23;7;22;7;2;6;2;0;22;7;1;7;1;6;24;7;0;19;100
207;ceu_aberto;5;1768,99;5;619,14;29;7;29;7;2;6;2;0;29;7;1;7;1;6;3;7;0;19;100
208;parcialmente_nublado;5;1769,0;5;619,15;29;7;6;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;100
209;ceu_aberto;5;1769,01;5;619,16;27;7;4;7;2;6;2;0;27;7;1;7;1;6;3;7;0;19;100
210;parcialmente_nublado;5;1769,0;5;619,1500000000001;19;9;2;7;2;6;2;0;19;7;1;6;1;6;2;9;0;24;100
211;ceu_aberto;5;1769,01;5;619,15;27;7;2;7;2;6;2;0;27;7;1;6;1;6;25;7;0;19;100
212;parcialmente_nublado;5;1769,0;5;619,15;3;7;2;7;2;6;2;0;3;7;1;7;1;6;2;7;0;24;100
213;ceu_aberto;5;1769,0;5;619,15;24;7;27;7;2;6;2;0;27;7;1;7;1;6;5;7;0;19;100
214;nublado;5;1769,0;5;619,15;1;7;1;9;2;6;2;0;1;7;1;9;1;6;2;7;0;21;100
215;ceu_aberto;5;1769,0;5;619,1500000000001;29;7;3;7;2;6;2;0;29;7;1;7;1;6;18;7;0;19;100
216;ceu_aberto;5;1769,01;5;619,16;29;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;100
217;nublado;5;1769,0;5;619,15;24;7;1;7;2;6;2;0;24;7;1;7;1;6;2;7;0;21;100
218;ceu_aberto;5;1768,99;5;619,1500000000001;22;9;27;7;2;6;2;0;27;7;1;7;1;6;2;9;0;19;100
219;ceu_aberto;5;1769,01;5;619,15;26;9;4;7;2;6;2;0;26;7;1;7;1;6;2;9;0;19;100
220;parcialmente_nublado;5;1769,0;5;619,15;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;100
221;nublado;5;1768,99;5;619,16;1;7;1;7;2;6;2;0;1;6;1;7;1;6;2;7;0;21;100
222;parcialmente_nublado;5;1768,99;5;619,16;2;8;8;7;2;6;2;0;8;7;1;7;1;6;2;8;0;24;100
223;ceu_aberto;5;1769,0;5;619,15;22;7;26;7;2;6;2;0;26;7;1;7;1;6;23;7;0;19;100
224;ceu_aberto;5;1769,0;5;619,16;28;7;2;7;2;6;2;0;28;7;1;7;1;6;11;7;0;19;100
225;nublado;5;1768,99;5;619,15;2;7;1;6;2;6;2;0;2;7;1;6;1;6;2;7;0;21;100
226;ceu_aberto;5;1769,0;5;619,15;17;7;28;7;2;6;2;0;28;7;1;7;1;6;18;7;0;19;100
227;ceu_aberto;5;1768,99;5;619,15;27;9;3;7;2;6;2;0;27;7;1;7;1;6;3;9;0;19;100
228;parcialmente_nublado;5;1769,01;5;619,15;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;100
229;parcialmente_nublado;5;1768,99;5;619,15;28;7;2;7;2;6;2;0;28;7;1;7;1;6;3;7;0;24;100
230;ceu_aberto;5;1769,01;5;619,15;17;7;2;7;2;6;2;0;4;7;1;7;1;6;18;7;0;19;100
231;ceu_aberto;5;1769,0;5;619,1400000000001;29;7;29;7;2;6;2;0;29;7;1;7;1;6;9;7;0;19;100
232;parcialmente_nublado;5;1769,0;5;619,15;4;7;2;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;100
233;ceu_aberto;5;1769,0;5;619,15;29;7;29;7;2;6;2;0;29;7;1;7;1;6;3;7;0;19;100
234;ceu_aberto;5;1769,0;5;619,15;26;7;3;7;2;6;2;0;26;7;1;7;1;6;5;7;0;19;100
235;ceu_aberto;5;1769,0;5;619,1500000000001;26;7;27;7;2;6;2;0;27;7;1;7;1;6;7;7;0;19;100
236;parcialmente_nublado;5;1768,99;5;619,15;4;7;24;7;2;6;2;0;24;7;1;7;1;6;2;7;0;24;100
237;ceu_aberto;5;1769,0;5;619,15;29;7;27;7;2;6;2;0;29;6;1;7;1;6;2;7;0;19;100
238;parcialmente_nublado;5;1769,01;5;619,15;3;7;24;7;2;6;2;0;24;7;1;7;1;6;2;7;0;24;100
239;nublado;5;1769,0;5;619,15;1;7;1;6;2;6;2;0;1;7;1;6;1;6;2;7;0;21;100
240;parcialmente_nublado;5;1769,0;5;619,15;2;7;3;7;2;6;2;0;3;7;1;6;1;6;2;7;0;24;100
241;ceu_aberto;5;1769,0;5;619,14;8;7;3;7;2;6;2;0;8;7;1;7;1;6;2;7;0;19;100
242;parcialmente_nublado;5;1769,0;5;619,14;3;7;2;7;2;6;2;0;3;7;1;6;1;6;2;7;0;24;100
243;ceu_aberto;5;1768,99;5;619,1400000000001;29;7;24;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;100
244;ceu_aberto;5;1769,0;5;619,1500000000001;28;7;28;8;2;6;2;0;28;7;1;8;1;6;9;7;0;19;100
245;parcialmente_nublado;5;1769,0;5;619,15;28;7;1;7;2;6;2;0;28;6;1;7;1;6;2;7;0;24;100
246;ceu_aberto;5;1769,0;5;619,15;27;7;28;7;2;6;2;0;28;7;1;7;1;6;15;7;0;19;100
247;ceu_aberto;5;1769,0;5;619,15;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;100
248;nublado;5;1769,01;5;619,15;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
249;parcialmente_nublado;5;1769,01;5;619,14;6;7;2;9;2;6;2;0;6;7;1;9;1;6;2;7;0;24;100
250;nublado;5;1769,0;5;619,15;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
251;ceu_aberto;5;1769,0;5;619,15;14;7;26;7;2;6;2;0;26;7;1;7;1;6;15;7;0;19;100
252;ceu_aberto;5;1769,0;5;619,15;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;100
253;ceu_aberto;5;1769,01;5;619,15;29;7;27;7;2;6;2;0;29;7;1;7;1;6;5;7;0;19;100
254;nublado;5;1769,0;5;619,15;2;7;1;6;2;6;2;0;2;7;1;6;1;6;2;7;0;21;100
255;parcialmente_nublado;5;1769,01;5;619,14;4;7;4;7;2;6;2;0;4;7;1;6;1;6;2;7;0;24;100
256;parcialmente_nublado;5;1769,01;5;619,16;17;7;28;7;2;6;2;0;28;7;1;7;1;6;18;7;0;24;100
257;ceu_aberto;5;1769,0;5;619,1400000000001;27;7;4;7;2;6;2;0;27;7;1;7;1;6;23;7;0;19;100
258;ceu_aberto;5;1769,0;5;619,1600000000001;27;7;3;7;2;6;2;0;27;7;1;7;1;6;2;7;0;19;100
259;ceu_aberto;5;1769,0;5;619,15;29;8;29;7;2;6;2;0;29;7;1;6;1;6;2;8;0;19;100
260;ceu_aberto;5;1769,01;5;619,14;29;7;4;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;100
261;ceu_aberto;5;1769,01;5;619,17;29;7;29;7;2;6;2;0;29;7;1;7;1;6;23;7;0;19;100
262;parcialmente_nublado;5;1769,0;5;619,14;2;7;22;7;2;6;2;0;22;7;1;7;1;6;2;7;0;24;100
263;ceu_aberto;5;1769,0;5;619,15;22;7;4;7;2;6;2;0;22;7;1;7;1;6;5;7;0;19;100
264;ceu_aberto;5;1769,0;5;619,15;29;7;29;7;2;6;2;0;29;7;1;7;1;6;9;7;0;19;100
265;nublado;5;1769,0;5;619,15;2;7;3;6;2;6;2;0;3;6;1;6;1;6;2;7;0;21;100
266;parcialmente_nublado;5;1769,0;5;619,1500000000001;8;7;24;7;2;6;2;0;24;7;1;7;1;6;9;7;0;24;100
267;ceu_aberto;5;1769,0;5;619,15;29;7;19;8;2;6;2;0;29;7;1;8;1;6;9;7;0;19;100
268;parcialmente_nublado;5;1769,0;5;619,15;4;7;3;7;2;6;2;0;4;7;1;7;1;6;3;7;0;24;100
269;ceu_aberto;5;1769,0;5;619,1500000000001;24;7;29;7;2;6;2;0;29;7;1;7;1;6;25;7;0;19;100
270;parcialmente_nublado;5;1769,0;5;619,1500000000001;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;100
271;parcialmente_nublado;5;1769,0;5;619,1500000000001;24;9;1;7;2;6;2;0;24;7;1;7;1;6;2;9;0;24;100
272;ceu_aberto;5;1769,0;5;619,16;28;7;28;7;2;6;2;0;28;7;1;7;1;6;7;7;0;19;100
273;ceu_aberto;5;1768,99;5;619,1600000000001;29;7;29;7;2;6;2;0;29;7;1;7;1;6;11;7;0;19;100
274;parcialmente_nublado;5;1769,0;5;619,14;17;7;2;7;2;6;2;0;2;7;1;6;1;6;18;7;0;24;100
275;parcialmente_nublado;5;1769,01;5;619,15;2;7;24;7;2;6;2;0;24;7;1;7;1;6;2;7;0;24;100
276;ceu_aberto;5;1769,0;5;619,15;4;7;29;8;2;6;2;0;29;7;1;8;1;6;3;7;0;19;100
277;parcialmente_nublado;5;1769,01;5;619,15;22;7;22;6;2;6;2;0;22;7;1;6;1;6;23;7;0;24;100
278;parcialmente_nublado;5;1769,0;5;619,15;26;7;2;7;2;6;2;0;26;7;1;7;1;6;2;7;0;24;100
279;parcialmente_nublado;5;1769,01;5;619,14;1;7;1;7;2;6;2;0;1;7;1;7;1;6;2;7;0;24;100
280;parcialmente_nublado;5;1769,0;5;619,15;2;7;8;7;2;6;2;0;8;7;1;7;1;6;2;7;0;24;100
281;ceu_aberto;5;1769,0;5;619,16;2;7;4;7;2;6;2;0;4;7;1;7;1;6;3;7;0;19;100
282;parcialmente_nublado;5;1769,0;5;619,1600000000001;4;7;29;6;2;6;2;0;29;7;1;6;1;6;5;7;0;24;100
283;parcialmente_nublado;5;1769,0;5;619,15;2;7;8;7;2;6;2;0;8;7;1;6;1;6;2;7;0;24;100
284;ceu_aberto;5;1769,0;5;619,1500000000001;24;9;24;7;2;6;2;0;24;7;1;7;1;6;7;9;0;19;100
285;parcialmente_nublado;5;1769,01;5;619,1400000000001;29;7;29;7;2;6;2;0;29;7;1;7;1;6;5;7;0;24;100
286;ceu_aberto;5;1769,0;5;619,15;27;7;4;7;2;6;2;0;27;7;1;7;1;6;5;7;0;19;100
287;nublado;5;1769,0;5;619,15;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;21;100
288;parcialmente_nublado;5;1769,01;5;619,15;28;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;24;100
289;ceu_aberto;5;1769,0;5;619,14;29;7;29;7;2;6;2;0;29;6;1;7;1;6;25;7;0;19;100
290;ceu_aberto;5;1769,0;5;619,15;8;7;29;7;2;6;2;0;29;7;1;7;1;6;3;7;0;19;100
291;parcialmente_nublado;5;1769,0;5;619,14;2;7;4;7;2;6;2;0;4;7;1;7;1;6;2;7;0;24;100
292;ceu_aberto;5;1768,99;5;619,1500000000001;27;7;27;7;2;6;2;0;27;7;1;7;1;6;16;7;0;19;100
293;parcialmente_nublado;5;1769,0;5;619,1600000000001;2;7;2;7;2;6;2;0;2;7;1;7;1;6;3;7;0;24;100
294;ceu_aberto;5;1769,0;5;619,16;29;7;29;7;2;6;2;0;29;6;1;7;1;6;20;7;0;19;100
295;parcialmente_nublado;5;1769,0;5;619,1500000000001;2;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;24;100
296;parcialmente_nublado;5;1769,0;5;619,15;1;7;23;7;2;6;2;0;23;7;1;6;1;6;2;7;0;24;100
297;parcialmente_nublado;5;1768,99;5;619,15;2;7;8;7;2;6;2;0;8;7;1;7;1;6;2;7;0;24;100
298;parcialmente_nublado;5;1769,0;5;619,15;3;7;1;6;2;6;2;0;3;7;1;6;1;6;2;7;0;24;100
299;parcialmente_nublado;5;1768,99;5;619,1600000000001;24;7;28;7;2;6;2;0;28;6;1;7;1;6;3;7;0;24;100
300;ceu_aberto;5;1769,01;5;619,15;22;7;24;7;2;6;2;0;24;7;1;7;1;6;5;7;0;19;100
301;ceu_aberto;5;1769,0;5;619,16;28;7;2;7;2;6;2;0;28;7;1;6;1;6;9;7;0;19;100
302;ceu_aberto;5;1769,0;5;619,15;24;7;24;7;2;6;2;0;24;7;1;7;1;6;25;7;0;19;100
303;ceu_aberto;5;1768,99;5;619,14;24;7;27;7;2;6;2;0;27;7;1;7;1;6;3;7;0;19;100
304;parcialmente_nublado;5;1769,0;5;619,15;24;7;24;7;2;6;2;0;24;7;1;6;1;6;3;7;0;24;100
305;ceu_aberto;5;1769,0;5;619,15;27;7;29;7;2;6;2;0;29;7;1;7;1;6;7;7;0;19;100
306;ceu_aberto;5;1769,0;5;619,15;4;7;29;7;2;6;2;0;29;7;1;7;1;6;5;7;0;19;100
307;nublado;5;1769,01;5;619,15;2;7;1;7;2;6;2;0;2;6;1;7;1;6;2;7;0;21;100
308;nublado;5;1769,0;5;619,15;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
309;ceu_aberto;5;1769,0;5;619,1500000000001;6;7;22;7;2;6;2;0;22;7;1;7;1;6;7;7;0;19;100
310;ceu_aberto;5;1769,0;5;619,15;29;7;29;7;2;6;2;0;29;7;1;7;1;6;5;7;0;19;100
