id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
23;ceu_aberto;4;1769,0;5;816,6199999999999;8;7;1;1;0;100
24;ceu_aberto;5;1700,0;5;826,97;9;21;1;1;0;100
25;nublado;5;1769,0;5;814,19;9;7;1;1;0;100
26;ceu_aberto;5;1769,0;5;833,37;25;25;1;1;0;100
27;nublado;5;1100,0;5;686,2099999999999;7;1;1;1;0;100
28;parcialmente_nublado;4;1769,0;5;1030,5;21;19;5;1;0;100
29;parcialmente_nublado;5;1300,0;5;622,5;7;7;1;1;0;100
30;ceu_aberto;3;1769,0;5;666,7599999999999;7;2;1;1;0;100
31;ceu_aberto;4;1769,0;5;668,25;23;8;1;1;0;100
32;nublado;5;850,0;5;925,31;1;1;2;1;0;100
33;parcialmente_nublado;5;1769,0;5;960,2399999999999;8;7;2;1;0;100
34;parcialmente_nublado;4;1769,0;5;533,32;20;20;1;1;0;100
35;parcialmente_nublado;5;950,0;5;749,85;2;1;1;1;0;100
36;nublado;3;1769,0;5;834,46;21;7;1;1;0;100
37;ceu_aberto;5;1150,0;5;787,6600000000001;5;2;1;1;0;100
38;ceu_aberto;5;1000,0;5;904,94;6;1;2;1;0;100
39;nublado;5;1769,0;5;836,2;7;1;2;1;0;100
40;nublado;5;650,0;5;534,58;1;1;1;1;0;100
41;parcialmente_nublado;5;1769,0;5;859,03;7;7;2;1;0;100
42;nublado;4;1769,0;5;943,29;9;2;2;1;0;100
43;ceu_aberto;4;1769,0;5;470,96;8;7;1;1;0;100
44;parcialmente_nublado;4;1769,0;5;874,59;5;1;2;1;0;100
45;ceu_aberto;4;1769,0;5;895,8;23;23;1;1;0;100
46;nublado;5;1600,0;5;766,21;2;1;1;1;0;100
47;nublado;5;600,0;5;764,77;1;1;1;1;0;100
48;nublado;5;1769,0;5;732,27;8;2;1;1;0;100
49;nublado;5;1769,0;5;865,28;7;1;2;1;0;100
50;parcialmente_nublado;5;1550,0;5;934,52;8;7;2;1;0;100
1;ceu_aberto;5;1500,0;5;842,74;15;10;1;1;0;110
2;nublado;5;1600,0;5;935,36;8;2;2;1;0;110
3;parcialmente_nublado;5;1945,9;5;680,64;8;7;1;1;0;110
4;ceu_aberto;5;1945,9;5;668,94;8;8;1;1;0;110
5;ceu_aberto;5;1650,0;5;880,44;8;8;2;1;0;110
6;parcialmente_nublado;4;1945,9;5;541,4399999999999;7;6;1;1;0;110
7;nublado;5;1500,0;5;590,11;8;7;1;1;0;110
8;ceu_aberto;5;1945,9;5;695,4300000000001;21;20;1;1;0;110
9;parcialmente_nublado;5;1945,9;5;585,25;8;8;1;1;0;110
10;parcialmente_nublado;5;1945,9;5;621,68;8;7;1;1;0;110
11;nublado;3;1945,9;5;681,93;8;4;1;1;0;110
12;ceu_aberto;5;1945,9;5;845,28;8;7;2;1;0;110
13;parcialmente_nublado;5;1945,9;5;851,1700000000001;23;14;1;1;0;110
14;ceu_aberto;4;1945,9;5;730,32;16;19;1;1;0;110
15;parcialmente_nublado;5;1600,0;5;784,6400000000001;21;8;2;1;0;110
16;nublado;4;1945,9;5;837,9599999999999;8;1;1;1;0;110
17;parcialmente_nublado;5;1500,0;5;829,24;8;8;1;1;0;110
18;ceu_aberto;5;1700,0;5;745,59;8;8;1;1;0;110
19;parcialmente_nublado;5;1700,0;5;652,1899999999999;8;7;1;1;0;110
20;ceu_aberto;5;1050,0;5;931,23;5;1;7;1;0;110
21;ceu_aberto;5;1600,0;5;751,93;16;8;1;1;0;110
22;ceu_aberto;5;1650,0;5;528,58;8;8;1;1;0;110
23;parcialmente_nublado;5;1945,9;5;726,4200000000001;8;8;1;1;0;110
24;ceu_aberto;4;1945,9;5;827,8499999999999;23;25;1;1;0;110
25;ceu_aberto;4;1945,9;5;649,99;8;7;1;1;0;110
26;nublado;5;1945,9;5;804,8;8;1;2;1;0;110
27;ceu_aberto;5;1850,0;5;769,38;7;7;1;1;0;110
28;parcialmente_nublado;3;1945,9;5;834,3;8;2;1;1;0;110
29;ceu_aberto;5;1450,0;5;803,4799999999999;8;8;1;1;0;110
30;parcialmente_nublado;5;1800,0;5;712,8199999999999;22;20;1;1;0;110
31;nublado;5;1800,0;5;833,6999999999999;9;7;1;1;0;110
32;nublado;5;1600,0;5;680,0500000000001;7;1;1;1;0;110
33;nublado;5;1945,9;5;887,15;8;5;1;1;0;110
34;ceu_aberto;3;1945,9;5;711,0;8;9;1;1;0;110
35;nublado;5;1945,9;5;730,29;8;7;1;1;0;110
36;parcialmente_nublado;5;1450,0;5;794,0400000000001;8;7;2;1;0;110
37;ceu_aberto;5;1400,0;5;759,78;7;7;1;1;0;110
38;parcialmente_nublado;4;1945,9;5;642,23;27;25;1;1;0;110
39;nublado;4;1945,9;5;547,48;8;7;1;1;0;110
40;nublado;5;1800,0;5;843,69;8;7;1;1;0;110
41;parcialmente_nublado;5;1150,0;5;746,91;7;2;1;1;0;110
42;ceu_aberto;5;1450,0;5;717,62;5;2;1;1;0;110
43;parcialmente_nublado;5;1945,9;5;913,1099999999999;22;21;2;1;0;110
44;nublado;5;1945,9;5;652,6300000000001;7;2;1;1;0;110
45;nublado;5;1945,9;5;601,19;9;7;1;1;0;110
46;ceu_aberto;5;1350,0;5;625,02;2;2;1;1;0;110
47;ceu_aberto;5;1750,0;5;795,75;26;25;2;1;0;110
48;ceu_aberto;4;1945,9;5;526,04;27;26;1;1;0;110
49;ceu_aberto;5;1945,9;5;719,7800000000001;22;18;1;1;0;110
50;nublado;5;1750,0;5;689,37;8;2;1;1;0;110
1;parcialmente_nublado;5;2050,0;5;498,39;20;19;1;1;0;120
2;parcialmente_nublado;4;2122,8;5;625,1600000000001;26;20;1;1;0;120
3;nublado;5;2100,0;5;619,13;8;1;1;1;0;120
4;nublado;3;2122,8;5;754,0999999999999;7;1;1;1;0;120
5;ceu_aberto;5;2122,8;5;788,76;22;22;1;1;0;120
6;ceu_aberto;5;2122,8;5;918,59;20;10;2;1;0;120
7;nublado;5;2122,8;5;876,8899999999999;20;7;1;1;0;120
8;ceu_aberto;5;2000,0;5;838,8499999999999;29;25;1;1;0;120
9;nublado;5;1500,0;5;519,37;7;7;1;1;0;120
10;parcialmente_nublado;3;2122,8;5;664,85;8;8;1;1;0;120
11;parcialmente_nublado;4;2122,8;5;1004,4599999999998;25;19;2;1;0;120
12;ceu_aberto;5;950,0;5;594,19;7;7;1;1;0;120
13;nublado;5;2122,8;5;897,53;10;8;1;1;0;120
14;ceu_aberto;5;850,0;5;738,39;7;2;1;1;0;120
15;parcialmente_nublado;5;950,0;5;861,1800000000001;1;1;2;1;0;120
16;ceu_aberto;5;1800,0;5;873,3;8;8;2;1;0;120
17;parcialmente_nublado;5;650,0;5;759,3899999999999;1;1;1;1;0;120
18;ceu_aberto;5;1700,0;5;722,0899999999999;21;17;1;1;0;120
19;nublado;5;1900,0;5;785,6800000000001;7;1;1;1;0;120
20;nublado;5;2050,0;5;723,97;8;2;1;1;0;120
21;parcialmente_nublado;5;2122,8;5;626,91;21;23;1;1;0;120
22;ceu_aberto;5;2100,0;5;824,56;27;25;1;1;0;120
23;parcialmente_nublado;5;2100,0;5;734,65;8;14;1;1;0;120
24;parcialmente_nublado;5;2050,0;5;842,07;23;22;1;1;0;120
25;parcialmente_nublado;5;600,0;5;751,4300000000001;1;1;1;1;0;120
26;parcialmente_nublado;5;1650,0;5;882,68;8;8;1;1;0;120
27;parcialmente_nublado;5;2122,8;5;900,4200000000001;11;8;1;1;0;120
28;parcialmente_nublado;5;2122,8;5;681,4300000000001;8;10;1;1;0;120
29;nublado;5;1500,0;5;550,5;2;1;1;1;0;120
30;ceu_aberto;5;2122,8;5;783,07;32;28;1;1;0;120
31;ceu_aberto;5;2050,0;5;955,99;31;28;2;1;0;120
32;ceu_aberto;5;2122,8;5;826,53;32;27;1;1;0;120
33;nublado;5;2050,0;5;578,46;8;7;1;1;0;120
34;parcialmente_nublado;5;2122,8;5;1013,91;17;18;7;1;0;120
35;nublado;5;1700,0;5;852,8;8;5;1;1;0;120
36;nublado;5;2122,8;5;794,13;7;7;1;1;0;120
37;ceu_aberto;4;2122,8;5;741,36;8;8;1;1;0;120
38;nublado;5;2050,0;5;992,6700000000001;8;1;7;1;0;120
39;parcialmente_nublado;5;2122,8;5;548,01;8;8;1;1;0;120
40;nublado;5;2122,8;5;823,8499999999999;8;2;1;1;0;120
41;ceu_aberto;5;1500,0;5;934,1600000000001;8;8;1;1;0;120
42;nublado;5;1800,0;5;837,8299999999999;8;1;1;1;0;120
43;parcialmente_nublado;5;1300,0;5;734,9200000000001;7;1;1;1;0;120
44;nublado;5;2122,8;5;506,92;9;7;1;1;0;120
45;nublado;5;1500,0;5;657,6899999999999;7;1;1;1;0;120
46;nublado;5;2122,8;5;820,26;18;8;1;1;0;120
47;ceu_aberto;5;950,0;5;613,75;7;7;1;1;0;120
48;nublado;5;2122,8;5;849,54;7;1;1;1;0;120
49;parcialmente_nublado;5;1700,0;5;661,4200000000001;8;5;1;1;0;120
50;nublado;5;2050,0;5;709,9300000000001;9;7;1;1;0;120
1;ceu_aberto;5;1700,0;5;571,24;25;21;1;1;0;130
2;parcialmente_nublado;5;1700,0;5;672,1700000000001;8;8;1;1;0;130
3;parcialmente_nublado;5;1700,0;5;670,7800000000001;13;8;1;1;0;130
4;parcialmente_nublado;5;2150,0;5;679,2;25;23;1;1;0;130
5;parcialmente_nublado;5;2299,7;5;918,7;23;10;2;1;0;130
6;parcialmente_nublado;5;1800,0;5;858,27;22;9;1;1;0;130
7;parcialmente_nublado;5;1550,0;5;725,8100000000001;8;2;1;1;0;130
8;parcialmente_nublado;5;2299,7;5;651,65;27;24;1;1;0;130
9;parcialmente_nublado;5;1750,0;5;885,4;19;10;1;1;0;130
10;nublado;5;1900,0;5;957,77;22;8;2;1;0;130
11;ceu_aberto;5;1850,0;5;672,96;21;8;1;1;0;130
12;ceu_aberto;5;1200,0;5;819,51;8;8;2;1;0;130
13;nublado;5;2150,0;5;645,27;8;7;1;1;0;130
14;ceu_aberto;5;2299,7;5;479,89000000000004;27;25;1;1;0;130
15;parcialmente_nublado;5;2200,0;5;785,18;8;2;2;1;0;130
16;ceu_aberto;5;2000,0;5;751,01;20;22;1;1;0;130
17;parcialmente_nublado;5;1500,0;5;1028,96;10;8;2;1;0;130
18;nublado;5;2299,7;5;1026,53;8;5;2;1;0;130
19;parcialmente_nublado;5;1850,0;5;925,1800000000001;22;8;2;1;0;130
20;nublado;5;1400,0;5;936,22;7;1;7;1;0;130
21;nublado;5;1400,0;5;817,9100000000001;7;1;2;1;0;130
22;nublado;5;2299,7;5;734,55;9;7;1;1;0;130
23;parcialmente_nublado;5;950,0;5;676,1899999999999;1;1;1;1;0;130
24;nublado;5;1850,0;5;595,54;9;7;1;1;0;130
25;ceu_aberto;5;2100,0;5;1000,41;8;10;2;1;0;130
26;nublado;5;1600,0;5;597,27;8;6;1;1;0;130
27;ceu_aberto;5;1500,0;5;857,3399999999999;13;8;2;1;0;130
28;ceu_aberto;5;2150,0;5;811,64;22;17;1;1;0;130
29;ceu_aberto;5;2250,0;5;793,48;31;28;2;1;0;130
30;ceu_aberto;5;1700,0;5;878,91;8;8;2;1;0;130
31;nublado;5;2100,0;5;587,78;21;8;1;1;0;130
32;parcialmente_nublado;5;1750,0;5;891,52;7;1;1;1;0;130
33;nublado;5;1600,0;5;745,75;8;7;1;1;0;130
34;parcialmente_nublado;5;2000,0;5;689,4;22;8;1;1;0;130
35;nublado;5;2200,0;5;790,2;9;10;1;1;0;130
36;parcialmente_nublado;5;1300,0;5;729,7099999999999;6;1;1;1;0;130
37;ceu_aberto;4;2299,7;5;610,4;32;31;1;1;0;130
38;nublado;5;2250,0;5;627,89;16;8;1;1;0;130
39;parcialmente_nublado;5;1400,0;5;785,23;8;7;1;1;0;130
40;nublado;5;1450,0;5;868,4200000000001;5;1;1;1;0;130
41;parcialmente_nublado;5;1600,0;5;471,51;7;2;1;1;0;130
42;nublado;5;1500,0;5;789,54;7;1;2;1;0;130
43;parcialmente_nublado;5;1750,0;5;673,05;7;7;1;1;0;130
44;nublado;3;2299,7;5;940,0500000000001;8;1;7;1;0;130
45;parcialmente_nublado;5;1300,0;5;854,0;7;2;1;1;0;130
46;ceu_aberto;5;550,0;5;837,02;1;1;1;1;0;130
47;ceu_aberto;5;1350,0;5;855,13;7;2;1;1;0;130
48;nublado;5;1950,0;5;487,28;8;2;1;1;0;130
49;parcialmente_nublado;5;1650,0;5;785,58;7;2;2;1;0;130
50;ceu_aberto;5;2150,0;5;875,2399999999999;25;25;2;1;0;130
1;parcialmente_nublado;5;2450,0;5;652,21;27;25;1;1;0;140
2;parcialmente_nublado;4;2476,6;5;912,0600000000001;31;24;2;1;0;140
3;nublado;5;2100,0;5;557,47;9;14;1;1;0;140
4;ceu_aberto;5;1300,0;5;844,7800000000001;5;1;2;1;0;140
5;parcialmente_nublado;5;1550,0;5;702,0600000000001;8;7;1;1;0;140
6;nublado;5;2450,0;5;936,5;24;8;2;1;0;140
7;ceu_aberto;5;2200,0;5;728,53;27;26;1;1;0;140
8;nublado;5;2200,0;5;1108,17;8;7;7;1;0;140
9;nublado;5;1600,0;5;855,0500000000001;8;2;2;1;0;140
10;ceu_aberto;4;2476,6;5;802,8299999999999;25;25;2;1;0;140
11;nublado;5;1350,0;5;820,84;7;2;1;1;0;140
12;ceu_aberto;5;1750,0;5;912,0699999999999;21;17;5;1;0;140
13;ceu_aberto;4;2476,6;5;771,96;31;32;1;1;0;140
14;nublado;5;1900,0;5;740,25;9;7;1;1;0;140
15;ceu_aberto;5;2250,0;5;674,55;17;19;1;1;0;140
16;ceu_aberto;5;1800,0;5;618,61;8;7;1;1;0;140
17;parcialmente_nublado;5;1400,0;5;843,8699999999999;7;1;1;1;0;140
18;ceu_aberto;5;1600,0;5;755,9000000000001;21;10;1;1;0;140
19;ceu_aberto;5;1800,0;5;519,6899999999999;8;7;1;1;0;140
20;ceu_aberto;5;2476,6;5;709,8000000000001;32;32;1;1;0;140
21;nublado;5;2476,6;5;786,1600000000001;21;7;1;1;0;140
22;parcialmente_nublado;5;1900,0;5;671,82;8;7;1;1;0;140
23;ceu_aberto;5;1250,0;5;632,82;8;7;1;1;0;140
24;ceu_aberto;5;1600,0;5;849,3499999999999;17;20;2;1;0;140
25;nublado;5;2400,0;5;617,25;8;7;1;1;0;140
26;parcialmente_nublado;5;1950,0;5;639,35;22;8;1;1;0;140
27;nublado;5;1950,0;5;807,7700000000001;7;1;1;1;0;140
28;parcialmente_nublado;5;1400,0;5;700,13;7;2;1;1;0;140
29;ceu_aberto;5;1900,0;5;870,73;21;10;1;1;0;140
30;parcialmente_nublado;4;2476,6;5;861,55;31;28;1;1;0;140
31;parcialmente_nublado;5;2100,0;5;665,74;25;8;1;1;0;140
32;parcialmente_nublado;5;2300,0;5;664,22;25;24;1;1;0;140
33;nublado;5;1050,0;5;536,74;1;1;1;1;0;140
34;nublado;5;1700,0;5;583,49;8;2;1;1;0;140
35;parcialmente_nublado;5;2300,0;5;735,8;25;25;1;1;0;140
36;nublado;5;2400,0;5;741,6;8;7;1;1;0;140
37;parcialmente_nublado;5;2150,0;5;680,02;8;18;1;1;0;140
38;parcialmente_nublado;5;1700,0;5;618,98;7;1;1;1;0;140
39;ceu_aberto;5;2450,0;5;801,35;25;26;1;1;0;140
40;parcialmente_nublado;5;1550,0;5;574,9100000000001;8;8;1;1;0;140
41;ceu_aberto;5;1950,0;5;750,06;15;9;1;1;0;140
42;ceu_aberto;5;1950,0;5;915,23;21;21;2;1;0;140
43;parcialmente_nublado;5;2300,0;5;807,44;8;18;1;1;0;140
44;nublado;5;1650,0;5;684,28;7;2;1;1;0;140
45;parcialmente_nublado;5;750,0;5;765,1700000000001;1;1;1;1;0;140
46;parcialmente_nublado;5;1350,0;5;677,78;7;7;1;1;0;140
47;ceu_aberto;5;2476,6;5;758,07;26;22;1;1;0;140
48;nublado;5;1900,0;5;689,3;9;5;1;1;0;140
49;parcialmente_nublado;5;1550,0;5;922,0500000000001;8;7;2;1;0;140
50;nublado;5;2400,0;5;603,24;8;7;1;1;0;140
1;nublado;5;1700,0;5;891,52;8;1;2;1;0;150
2;nublado;5;1000,0;5;809,8000000000001;2;1;1;1;0;150
3;nublado;5;1700,0;5;825,1;9;2;1;1;0;150
4;parcialmente_nublado;5;1900,0;5;1008,1200000000001;9;17;4;1;0;150
5;ceu_aberto;5;2400,0;5;711,91;25;21;1;1;0;150
6;ceu_aberto;5;1650,0;5;692,37;22;18;1;1;0;150
7;nublado;5;950,0;5;917,23;1;1;2;1;0;150
8;ceu_aberto;5;1450,0;5;1089,53;8;7;7;1;0;150
9;nublado;5;1550,0;5;809,9399999999999;7;1;1;1;0;150
10;parcialmente_nublado;5;2200,0;5;699,8599999999999;8;18;1;1;0;150
11;nublado;5;1850,0;5;513,49;7;1;1;1;0;150
12;nublado;5;2150,0;5;780,5500000000001;15;8;1;1;0;150
13;nublado;5;1350,0;5;779,37;7;1;1;1;0;150
14;ceu_aberto;5;1800,0;5;637,1000000000001;27;23;1;1;0;150
15;ceu_aberto;5;2100,0;5;758,0000000000001;26;27;1;1;0;150
16;ceu_aberto;5;2000,0;5;808,99;27;8;1;1;0;150
17;nublado;5;1700,0;5;804,62;8;2;1;1;0;150
18;ceu_aberto;5;2100,0;5;468,75;22;23;1;1;0;150
19;ceu_aberto;5;2000,0;5;535,73;25;22;1;1;0;150
20;ceu_aberto;5;1700,0;5;685,36;8;8;1;1;0;150
21;parcialmente_nublado;5;1150,0;5;607,84;7;7;1;1;0;150
22;nublado;5;1350,0;5;905,52;8;1;2;1;0;150
23;parcialmente_nublado;5;1800,0;5;535,24;8;8;1;1;0;150
24;ceu_aberto;5;1600,0;5;690,39;8;8;1;1;0;150
25;ceu_aberto;5;1900,0;5;907,7;8;7;2;1;0;150
26;ceu_aberto;5;2150,0;5;762,51;27;27;1;1;0;150
27;nublado;5;2250,0;5;986,32;19;7;7;1;0;150
28;ceu_aberto;5;1850,0;5;769,9100000000001;12;25;1;1;0;150
29;nublado;5;1150,0;5;464,07;2;1;1;1;0;150
30;ceu_aberto;5;1650,0;5;725,6999999999999;8;8;1;1;0;150
31;parcialmente_nublado;5;2400,0;5;517,49;20;25;1;1;0;150
32;parcialmente_nublado;5;1250,0;5;761,6;7;5;1;1;0;150
33;nublado;5;1900,0;5;495,91;7;2;1;1;0;150
34;ceu_aberto;5;850,0;5;866,44;7;1;2;1;0;150
35;nublado;5;1050,0;5;852,9000000000001;2;1;1;1;0;150
36;nublado;5;2000,0;5;711,0699999999999;7;7;1;1;0;150
37;nublado;5;2653,5;5;586,94;11;8;1;1;0;150
38;nublado;5;2550,0;5;659,36;9;8;1;1;0;150
39;ceu_aberto;5;1200,0;5;723,76;2;1;1;1;0;150
40;nublado;5;2450,0;5;712,87;8;2;1;1;0;150
41;nublado;5;1700,0;5;638,51;8;7;1;1;0;150
42;parcialmente_nublado;5;1450,0;5;793,24;7;2;1;1;0;150
43;parcialmente_nublado;5;1250,0;5;686,6600000000001;5;1;1;1;0;150
44;ceu_aberto;5;2200,0;5;608,51;26;23;1;1;0;150
45;parcialmente_nublado;5;2450,0;5;973,09;27;23;2;1;0;150
46;parcialmente_nublado;5;1550,0;5;1054,9499999999998;8;7;6;1;0;150
47;parcialmente_nublado;4;2653,5;5;570,22;11;8;1;1;0;150
48;nublado;5;1450,0;5;589,0699999999999;7;1;1;1;0;150
49;parcialmente_nublado;5;2200,0;5;650,79;21;25;1;1;0;150
50;parcialmente_nublado;5;1500,0;5;545,03;8;7;1;1;0;150
1;ceu_aberto;5;1200,0;5;708,01;8;7;1;1;0;160
2;ceu_aberto;5;2830,4;5;1041,3700000000001;32;32;5;1;0;160
3;parcialmente_nublado;5;2600,0;5;437,13;25;13;1;1;0;160
4;parcialmente_nublado;5;2500,0;5;931,08;26;21;5;1;0;160
5;parcialmente_nublado;5;1200,0;5;739,5699999999999;8;4;1;1;0;160
6;ceu_aberto;5;2100,0;5;737,88;31;26;1;1;0;160
7;ceu_aberto;5;1900,0;5;744,1899999999999;26;22;1;1;0;160
8;nublado;5;800,0;5;814,1;1;1;2;1;0;160
9;ceu_aberto;5;2000,0;5;651,42;8;25;1;1;0;160
10;ceu_aberto;5;1500,0;5;785,8;8;8;1;1;0;160
11;parcialmente_nublado;5;1500,0;5;742,67;2;1;1;1;0;160
12;nublado;5;2400,0;5;683,02;17;8;1;1;0;160
13;ceu_aberto;5;2150,0;5;951,0699999999999;22;20;2;1;0;160
14;ceu_aberto;5;2100,0;5;676,2199999999999;14;8;1;1;0;160
15;parcialmente_nublado;5;1550,0;5;657,5799999999999;8;7;1;1;0;160
16;ceu_aberto;5;900,0;5;861,97;2;1;2;1;0;160
17;nublado;5;1600,0;5;732,4100000000001;8;7;1;1;0;160
18;parcialmente_nublado;5;900,0;5;765,23;1;1;1;1;0;160
19;ceu_aberto;5;2550,0;5;882,9499999999999;26;27;2;1;0;160
20;nublado;5;950,0;5;885,54;1;1;2;1;0;160
21;ceu_aberto;5;2830,4;5;819,1;32;24;2;1;0;160
22;nublado;5;2400,0;5;420,78;22;8;1;1;0;160
23;ceu_aberto;5;2830,4;5;804,42;28;27;1;1;0;160
24;parcialmente_nublado;5;1100,0;5;685,3199999999999;2;1;1;1;0;160
25;nublado;5;2750,0;5;821,44;9;7;1;1;0;160
26;nublado;5;1250,0;5;625,96;7;1;1;1;0;160
27;ceu_aberto;5;1650,0;5;779,1;8;7;1;1;0;160
28;nublado;5;2750,0;5;624,6599999999999;21;8;1;1;0;160
29;nublado;5;2300,0;5;785,08;8;7;1;1;0;160
30;nublado;5;2700,0;5;550,39;9;8;1;1;0;160
31;parcialmente_nublado;5;2250,0;5;732,6199999999999;8;7;1;1;0;160
32;parcialmente_nublado;5;2650,0;5;824,33;32;28;1;1;0;160
33;nublado;5;2700,0;5;709,24;9;7;1;1;0;160
34;nublado;5;1950,0;5;671,25;9;7;1;1;0;160
35;ceu_aberto;5;2750,0;5;592,41;31;31;1;1;0;160
36;ceu_aberto;5;1550,0;5;736,57;7;7;1;1;0;160
37;nublado;5;1750,0;5;799,32;8;5;1;1;0;160
38;ceu_aberto;5;1950,0;5;716,63;22;20;1;1;0;160
39;parcialmente_nublado;5;2830,4;5;822,1800000000001;29;8;1;1;0;160
40;ceu_aberto;5;2150,0;5;845,5300000000001;25;22;1;1;0;160
41;nublado;5;2150,0;5;878,47;10;8;1;1;0;160
42;nublado;5;1750,0;5;547,12;8;7;1;1;0;160
43;nublado;5;1650,0;5;687,47;7;1;1;1;0;160
44;nublado;5;2000,0;5;767,54;8;7;1;1;0;160
45;ceu_aberto;5;1550,0;5;717,39;8;7;1;1;0;160
46;ceu_aberto;5;950,0;5;914,89;2;1;1;1;0;160
47;parcialmente_nublado;5;1450,0;5;584,6400000000001;8;7;1;1;0;160
48;nublado;5;2150,0;5;717,96;14;7;1;1;0;160
49;parcialmente_nublado;5;2550,0;5;1013,53;25;23;2;1;0;160
50;nublado;5;1250,0;5;641,11;7;1;1;1;0;160
1;nublado;5;2200,0;5;775,51;9;8;1;1;0;170
2;ceu_aberto;5;1750,0;5;844,85;14;8;1;1;0;170
3;ceu_aberto;5;1300,0;5;488,02;7;8;1;1;0;170
4;nublado;5;1950,0;5;834,24;8;7;1;1;0;170
5;parcialmente_nublado;5;1450,0;5;816,78;8;7;1;1;0;170
6;ceu_aberto;5;1650,0;5;672,4499999999999;21;8;1;1;0;170
7;nublado;5;1700,0;5;851,6;8;1;2;1;0;170
8;ceu_aberto;5;1550,0;5;793,7600000000001;10;7;1;1;0;170
9;nublado;5;850,0;5;842,66;2;1;1;1;0;170
10;ceu_aberto;5;2550,0;5;439,67;22;26;1;1;0;170
11;parcialmente_nublado;5;1400,0;5;570,88;8;7;1;1;0;170
12;ceu_aberto;5;2600,0;5;842,64;32;22;1;1;0;170
13;ceu_aberto;5;2450,0;5;528,22;31;31;1;1;0;170
14;nublado;5;2350,0;5;866,5000000000001;9;7;1;1;0;170
15;parcialmente_nublado;5;1800,0;5;559,33;8;7;1;1;0;170
16;nublado;5;1450,0;5;721,4;7;1;1;1;0;170
17;nublado;5;3007,3;5;801,5899999999999;28;17;1;1;0;170
18;ceu_aberto;5;2200,0;5;738,8499999999999;26;26;1;1;0;170
19;ceu_aberto;5;1500,0;5;839,25;8;8;2;1;0;170
20;ceu_aberto;5;1050,0;5;696,6999999999999;1;1;1;1;0;170
21;parcialmente_nublado;5;2900,0;5;745,3;22;21;1;1;0;170
22;ceu_aberto;5;2200,0;5;885,37;27;31;2;1;0;170
23;ceu_aberto;5;2600,0;5;565,8000000000001;32;32;1;1;0;170
24;ceu_aberto;5;1350,0;5;715,55;1;1;1;1;0;170
25;nublado;5;2750,0;5;799,9;27;9;1;1;0;170
26;nublado;5;2250,0;5;762,76;9;7;1;1;0;170
27;nublado;5;1950,0;5;729,88;7;1;1;1;0;170
28;ceu_aberto;5;2450,0;5;756,6899999999999;20;15;1;1;0;170
29;nublado;5;2900,0;5;600,9100000000001;23;17;1;1;0;170
30;parcialmente_nublado;5;2800,0;5;529,87;27;23;1;1;0;170
31;nublado;5;1850,0;5;793,1600000000001;8;7;1;1;0;170
32;nublado;5;2800,0;5;832,71;26;8;1;1;0;170
33;nublado;5;1300,0;5;966,31;1;1;2;1;0;170
34;parcialmente_nublado;5;1550,0;5;626,64;7;7;1;1;0;170
35;ceu_aberto;5;1150,0;5;940,15;8;7;2;1;0;170
36;nublado;5;1900,0;5;830,77;7;2;1;1;0;170
37;nublado;5;850,0;5;688,47;1;1;1;1;0;170
38;nublado;5;1800,0;5;826,81;8;7;1;1;0;170
39;parcialmente_nublado;5;2200,0;5;1103,9;8;7;7;1;0;170
40;ceu_aberto;5;1650,0;5;736,06;8;7;1;1;0;170
41;ceu_aberto;5;1800,0;5;638,14;8;7;1;1;0;170
42;parcialmente_nublado;5;1450,0;5;695,38;8;8;1;1;0;170
43;ceu_aberto;5;1850,0;5;498,64;21;23;1;1;0;170
44;parcialmente_nublado;5;1200,0;5;915,44;7;2;2;1;0;170
45;nublado;5;1950,0;5;808,73;8;2;1;1;0;170
46;ceu_aberto;5;1450,0;5;466,84000000000003;7;7;1;1;0;170
47;parcialmente_nublado;5;2100,0;5;835,8299999999999;17;8;2;1;0;170
48;parcialmente_nublado;5;2100,0;5;813,11;8;8;1;1;0;170
49;parcialmente_nublado;5;2350,0;5;727,74;21;22;1;1;0;170
50;nublado;5;2500,0;5;575,4200000000001;22;17;1;1;0;170
1;nublado;5;1400,0;5;497,8;7;2;1;1;0;180
2;nublado;5;2200,0;5;749,0600000000001;8;7;1;1;0;180
3;nublado;5;1600,0;5;799,14;8;1;1;1;0;180
4;ceu_aberto;5;1850,0;5;839,6500000000001;22;8;1;1;0;180
5;parcialmente_nublado;5;1450,0;5;743,14;8;7;1;1;0;180
6;ceu_aberto;5;1350,0;5;745,38;7;7;1;1;0;180
7;parcialmente_nublado;5;1100,0;5;651,27;7;2;1;1;0;180
8;nublado;5;1600,0;5;892,13;7;1;5;1;0;180
9;ceu_aberto;5;2350,0;5;804,91;21;11;1;1;0;180
10;parcialmente_nublado;5;2300,0;5;798,01;27;24;1;1;0;180
11;ceu_aberto;5;2300,0;5;891,3;22;23;2;1;0;180
12;ceu_aberto;5;1800,0;5;870,73;23;8;1;1;0;180
13;parcialmente_nublado;5;2000,0;5;658,9100000000001;8;20;1;1;0;180
14;ceu_aberto;5;2000,0;5;783,48;27;25;1;1;0;180
15;ceu_aberto;5;1200,0;5;856,49;8;7;2;1;0;180
