id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;defeitos_bess_carga;defeitos_bess_pós_carga_pré_descarga;defeitos_bess_descarga;defeitos_bess_fora_de_operacao;horas_com_erro_max_control;pen_pct
27;ceu_aberto;5;1500,0;5;986,6100000000001;8;10;2;1;20;7;9;1;0;160
28;ceu_aberto;5;1400,0;5;788,48;8;8;1;1;9;2;8;1;0;160
29;parcialmente_nublado;5;1500,0;5;807,39;8;7;2;1;9;1;9;1;0;160
30;ceu_aberto;5;1500,0;5;885,0500000000001;23;8;2;1;9;2;9;4;0;160
31;parcialmente_nublado;5;1250,0;5;766,67;5;1;1;1;2;1;8;1;0;160
32;parcialmente_nublado;5;1750,0;5;576,14;8;7;1;1;9;1;7;1;0;160
33;nublado;5;2250,0;5;642,36;7;7;1;1;9;2;7;1;0;160
34;nublado;5;2200,0;5;563,5600000000001;8;7;1;1;9;1;2;1;0;160
35;ceu_aberto;5;1250,0;5;769,98;1;1;2;1;1;1;9;1;0;160
36;nublado;5;1150,0;5;1095,77;7;1;7;1;1;1;10;1;0;160
37;parcialmente_nublado;5;1350,0;5;623,3199999999999;1;1;1;1;1;1;2;1;0;160
38;parcialmente_nublado;5;2150,0;5;717,63;8;7;1;1;9;1;8;1;0;160
39;nublado;5;450,0;5;812,71;1;1;2;1;1;1;9;1;0;160
40;parcialmente_nublado;5;2350,0;5;733,68;23;23;1;1;28;2;7;1;0;160
41;parcialmente_nublado;5;2700,0;5;699,98;28;25;1;1;32;7;7;1;0;160
42;parcialmente_nublado;5;1600,0;5;579,57;8;7;1;1;9;1;7;1;0;160
43;nublado;5;1500,0;5;655,3699999999999;2;1;1;1;7;1;7;1;0;160
44;parcialmente_nublado;5;2000,0;5;654,35;8;18;1;1;22;5;7;1;0;160
45;ceu_aberto;5;2600,0;5;940,42;31;28;2;1;32;24;9;15;0;160
46;nublado;5;1800,0;5;766,94;7;1;1;1;7;1;7;1;0;160
47;parcialmente_nublado;5;1200,0;5;618,87;7;7;1;1;9;1;7;1;0;160
48;parcialmente_nublado;5;2100,0;5;659,77;8;7;1;1;9;1;2;1;0;160
49;nublado;5;1550,0;5;785,26;7;5;1;1;7;1;7;1;0;160
50;ceu_aberto;5;2550,0;5;619,7;25;25;1;1;28;7;1;1;0;160
51;nublado;5;2000,0;5;618,8;8;5;1;1;9;1;1;1;0;160
52;nublado;5;1150,0;5;782,8600000000001;6;1;1;1;1;1;7;1;0;160
53;nublado;5;1650,0;5;820,3399999999999;8;7;1;1;9;2;7;1;0;160
54;parcialmente_nublado;5;2500,0;5;560,61;9;8;1;1;22;1;2;1;0;160
55;ceu_aberto;5;2400,0;5;704,45;21;8;1;1;23;7;5;1;0;160
56;parcialmente_nublado;5;1250,0;5;963,78;8;7;5;1;9;1;10;1;0;160
57;nublado;5;2550,0;5;575,73;20;8;1;1;17;2;2;1;0;160
58;parcialmente_nublado;5;2650,0;5;692,49;28;31;1;1;32;7;7;15;0;160
59;nublado;5;1900,0;5;536,97;7;2;1;1;7;1;1;1;0;160
60;nublado;5;1800,0;5;598,5;8;7;1;1;9;1;1;1;0;160
61;ceu_aberto;5;1700,0;5;825,1400000000001;8;8;1;1;11;2;9;1;0;160
62;nublado;5;2150,0;5;782,3000000000001;9;7;1;1;9;4;7;1;0;160
63;nublado;5;1950,0;5;841,52;8;5;1;1;7;1;7;1;0;160
64;parcialmente_nublado;5;1450,0;5;911,63;7;5;2;1;7;1;9;1;0;160
65;nublado;5;2300,0;5;831,31;8;1;1;1;7;1;8;1;0;160
66;ceu_aberto;5;2500,0;5;601,9;25;23;1;1;28;7;7;1;0;160
67;parcialmente_nublado;5;1050,0;5;952,0699999999999;5;1;2;1;5;1;9;1;0;160
68;parcialmente_nublado;5;1800,0;5;721,47;8;7;1;1;9;1;7;1;0;160
69;nublado;5;1250,0;5;911,4399999999999;7;1;2;1;2;1;9;1;0;160
70;nublado;5;1150,0;5;847,0600000000001;2;1;1;1;1;1;7;1;0;160
71;parcialmente_nublado;5;2350,0;5;710,95;25;8;1;1;28;7;7;1;0;160
72;ceu_aberto;5;2650,0;5;893,63;31;32;2;1;35;7;9;12;0;160
73;parcialmente_nublado;5;2750,0;5;544,05;25;18;1;1;25;5;7;1;0;160
74;parcialmente_nublado;5;1200,0;5;607,98;7;7;1;1;9;1;7;1;0;160
75;parcialmente_nublado;5;2150,0;5;734,11;25;18;1;1;28;7;7;1;0;160
76;parcialmente_nublado;5;1800,0;5;506,76;7;7;1;1;10;1;1;1;0;160
77;nublado;5;1800,0;5;781,16;8;5;1;1;8;3;7;1;0;160
78;nublado;5;1450,0;5;542,6600000000001;7;1;1;1;7;1;6;1;0;160
79;nublado;5;1900,0;5;604,26;8;7;1;1;9;1;2;1;0;160
80;nublado;5;2830,4;5;1007,95;28;21;7;1;28;8;10;1;0;160
81;parcialmente_nublado;5;2600,0;5;716,9100000000001;11;18;1;1;23;2;7;1;0;160
82;nublado;5;2450,0;5;492,59;8;8;1;1;9;2;1;1;0;160
83;nublado;5;2300,0;5;810,73;11;10;1;1;18;7;7;1;0;160
84;parcialmente_nublado;5;1950,0;5;877,1600000000001;10;23;2;1;23;7;9;1;0;160
85;parcialmente_nublado;5;2200,0;5;546,33;21;25;1;1;28;2;1;1;0;160
86;ceu_aberto;5;1450,0;5;843,8700000000001;7;7;1;1;9;1;9;1;0;160
87;parcialmente_nublado;5;2300,0;5;580,18;8;7;1;1;9;1;2;1;0;160
88;ceu_aberto;5;1700,0;5;934,07;25;23;2;1;29;7;9;1;0;160
89;parcialmente_nublado;5;1650,0;5;834,9300000000001;8;7;2;1;8;1;9;1;0;160
90;nublado;4;2830,4;5;580,97;23;11;1;1;22;7;1;1;0;160
91;ceu_aberto;5;2350,0;5;650,79;22;8;1;1;17;5;7;1;0;160
92;nublado;5;2500,0;5;936,2900000000001;21;8;2;1;9;7;9;7;0;160
93;parcialmente_nublado;5;1350,0;5;872,6700000000001;6;1;1;1;7;1;9;1;0;160
94;ceu_aberto;5;1500,0;5;688,7;8;8;1;1;9;2;7;1;0;160
95;ceu_aberto;5;1500,0;5;659,2099999999999;21;8;1;1;16;7;7;1;0;160
96;parcialmente_nublado;5;1850,0;5;834,79;8;7;1;1;9;1;8;1;0;160
97;parcialmente_nublado;5;2200,0;5;866,52;27;24;1;1;32;7;9;1;0;160
98;ceu_aberto;5;1500,0;5;781,63;8;8;2;1;9;2;9;1;0;160
99;parcialmente_nublado;5;1500,0;5;878,9;5;1;1;1;7;1;9;1;0;160
100;nublado;5;1950,0;5;947,5899999999999;8;1;2;1;6;1;9;1;0;160
101;ceu_aberto;5;1450,0;5;796,34;8;8;1;1;9;5;9;1;0;160
102;parcialmente_nublado;5;1200,0;5;795,1600000000001;1;1;1;1;2;1;9;1;0;160
103;parcialmente_nublado;5;1100,0;5;640,15;7;2;1;1;9;1;7;1;0;160
104;nublado;5;2200,0;5;830,3800000000001;13;8;1;1;12;2;8;1;0;160
105;nublado;5;2200,0;5;867,19;8;7;2;1;9;2;9;1;0;160
106;ceu_aberto;5;1450,0;5;648,7299999999999;8;8;1;1;9;7;7;1;0;160
107;parcialmente_nublado;5;2550,0;5;928,38;25;8;2;1;24;2;9;1;0;160
108;parcialmente_nublado;5;1000,0;5;722,5400000000001;1;1;1;1;1;1;7;1;0;160
109;parcialmente_nublado;5;550,0;5;525,55;1;1;1;1;1;1;2;1;0;160
110;nublado;5;1750,0;5;737,5;8;6;1;1;9;1;7;1;0;160
111;parcialmente_nublado;5;1750,0;5;813,0899999999999;7;1;1;1;2;1;9;1;0;160
112;nublado;5;2350,0;5;714,62;9;8;1;1;9;2;7;1;0;160
113;parcialmente_nublado;5;2050,0;5;755,1300000000001;8;22;1;1;23;2;9;1;0;160
114;nublado;5;1400,0;5;634,32;2;1;1;1;2;1;7;1;0;160
115;nublado;5;1300,0;5;616,95;7;1;1;1;2;1;7;1;0;160
116;parcialmente_nublado;5;1750,0;5;570,3;7;5;1;1;9;1;7;1;0;160
117;ceu_aberto;5;1700,0;5;716,94;13;20;1;1;23;7;7;1;0;160
118;parcialmente_nublado;5;1150,0;5;595,79;7;1;1;1;7;1;7;1;0;160
119;parcialmente_nublado;5;1700,0;5;855,96;8;8;1;1;11;2;7;1;0;160
120;nublado;5;2650,0;5;663,86;9;8;1;1;9;7;7;1;0;160
121;ceu_aberto;5;1950,0;5;625,15;27;27;1;1;31;8;2;1;0;160
122;parcialmente_nublado;5;2050,0;5;848,7;8;8;1;1;11;1;7;1;0;160
123;parcialmente_nublado;5;2150,0;5;872,3499999999999;8;7;5;1;9;2;10;1;0;160
124;nublado;5;1400,0;5;671,14;7;1;1;1;7;1;2;1;0;160
125;nublado;5;1950,0;5;748,22;4;1;1;1;1;1;7;1;0;160
126;ceu_aberto;5;2000,0;5;768,48;10;8;1;1;22;7;7;1;0;160
127;ceu_aberto;5;2300,0;5;703,17;27;23;1;1;31;7;7;1;0;160
128;parcialmente_nublado;5;2350,0;5;837,76;21;18;2;1;21;7;9;1;0;160
129;parcialmente_nublado;5;2700,0;5;734,6700000000001;28;22;1;1;31;5;7;12;0;160
130;parcialmente_nublado;5;1900,0;5;693,98;7;7;1;1;9;1;7;1;0;160
131;ceu_aberto;5;1500,0;5;667,31;8;8;1;1;10;4;7;1;0;160
132;parcialmente_nublado;5;1200,0;5;750,3199999999999;7;2;1;1;8;1;8;1;0;160
133;parcialmente_nublado;5;1350,0;5;634,12;7;2;1;1;7;1;1;1;0;160
134;nublado;5;1450,0;5;738,19;7;1;1;1;7;1;7;1;0;160
135;ceu_aberto;5;2350,0;5;719,7800000000001;31;28;1;1;33;17;7;1;0;160
136;parcialmente_nublado;5;2450,0;5;707,43;23;10;1;1;28;2;7;1;0;160
137;parcialmente_nublado;5;2300,0;5;860,1600000000001;23;25;2;1;27;7;9;1;0;160
138;nublado;5;2350,0;5;720,7499999999999;9;7;1;1;9;1;7;1;0;160
139;parcialmente_nublado;5;1900,0;5;685,42;8;7;1;1;10;1;7;1;0;160
140;nublado;5;2250,0;5;878,9;21;7;3;1;9;2;9;1;0;160
141;nublado;5;2000,0;5;484,28;7;1;1;1;7;1;1;1;0;160
142;parcialmente_nublado;5;1600,0;5;830,9999999999999;8;7;1;1;8;1;7;1;0;160
143;ceu_aberto;5;1200,0;5;634,01;1;2;1;1;7;1;7;1;0;160
144;nublado;5;1800,0;5;793,2700000000001;7;1;2;1;2;1;9;1;0;160
145;ceu_aberto;5;1400,0;5;849,35;8;8;1;1;11;1;7;1;0;160
146;ceu_aberto;5;1950,0;5;629,3599999999999;22;23;1;1;29;7;7;1;0;160
147;ceu_aberto;5;1150,0;5;781,7;7;1;1;1;7;1;8;1;0;160
148;parcialmente_nublado;5;2400,0;5;841,5699999999999;27;25;1;1;31;6;7;11;0;160
149;ceu_aberto;5;2400,0;5;566,89;21;19;1;1;25;5;7;1;0;160
150;ceu_aberto;5;1700,0;5;645,03;8;7;1;1;9;2;7;1;0;160
